1256.000000,416.000000,924.000000
1180.000000,443.000000,896.000000
944.000000,453.000000,657.000000
924.000000,463.000000,875.000000
864.000000,391.000000,501.000000
812.000000,642.000000,397.000000
808.000000,499.000000,610.000000
780.000000,469.000000,641.000000
776.000000,1186.000000,309.000000
764.000000,1540.000000,1171.000000
760.000000,944.000000,298.000000
760.000000,35.000000,32.000000
756.000000,1171.000000,533.000000
748.000000,201.000000,858.000000
740.000000,931.000000,1129.000000
736.000000,742.000000,1032.000000
736.000000,1415.000000,479.000000
736.000000,1631.000000,63.000000
720.000000,1810.000000,1211.000000
720.000000,533.000000,1063.000000
720.000000,1036.000000,443.000000
716.000000,1203.000000,794.000000
716.000000,689.000000,582.000000
716.000000,619.000000,471.000000
712.000000,790.000000,1190.000000
712.000000,1659.000000,647.000000
712.000000,123.000000,278.000000
712.000000,1714.000000,258.000000
712.000000,670.000000,134.000000
708.000000,1215.000000,282.000000
708.000000,905.000000,103.000000
704.000000,963.000000,944.000000
704.000000,667.000000,598.000000
704.000000,1718.000000,48.000000
